   18   15     4.4838E-24     4.4133E-26    -1.1775E-11    -1.8522E-13
   18   16     3.7655E-22     4.4133E-26    -3.6689E-12     5.0834E-10
   18   17     4.0276E-24     4.4133E-26     4.4604E-12    -1.8698E-13
   19    1     5.9735E-28     3.3977E-26    -4.0014E-12    -1.1715E-12
   19    2     7.7458E-33     3.4006E-26    -3.9863E-12    -1.1717E-12
   19    3     7.2283E-33     3.4006E-26    -3.9862E-12    -1.1716E-12
   19    4     1.3858E-26     3.4064E-26    -3.9436E-12    -1.1715E-12
   19    5     5.0435E-33     3.4064E-26    -3.9862E-12    -1.1716E-12
   19    6     4.0264E-33     3.3948E-26    -3.9862E-12    -1.1715E-12
   19    7     1.6381E-25     3.3948E-26    -1.6424E-12    -1.1715E-12
   19    8     8.8259E-27     3.4006E-26    -4.0323E-12    -1.1716E-12
   19    9     1.0442E-32     3.4093E-26    -3.9862E-12    -1.1715E-12
   19   10     2.7621E-25     3.4006E-26    -6.0473E-12    -1.1715E-12
   19   11     5.4949E-33     3.4035E-26    -3.9863E-12    -1.1715E-12
   20    1     1.3439E-24     1.9862E-25     1.1435E-13    -7.2747E-13
   20    2     3.4125E-21     1.9862E-25    -1.7820E-10    -7.2738E-13
   20    3     1.9408E-21     1.9855E-25    -1.5704E-10    -7.2728E-13
   20    4     4.4921E-21     1.9855E-25    -4.0689E-10    -7.2743E-13
   20    5     3.4315E-21     1.9862E-25     1.7842E-10    -7.2736E-13
   20    6     1.3532E-24     1.9869E-25     1.1324E-13    -7.2738E-13
   20    7     1.3360E-24     1.9855E-25     1.1176E-13    -7.2737E-13
   20    8     3.4605E-21     1.9855E-25    -3.5929E-10    -7.2743E-13
   20    9     3.7375E-21     1.9869E-25     3.5951E-10    -7.2739E-13
   20   10     1.9737E-21     1.9855E-25     1.5726E-10    -7.2733E-13
   20   11     4.8070E-21     1.9848E-25     4.0712E-10    -7.2743E-13
   20   12     6.9677E-21     1.9869E-25    -5.0681E-10    -7.2744E-13
   20   13     7.3585E-21     1.9862E-25     5.0704E-10    -7.2744E-13
   21    1     9.8833E-24     1.2011E-26     7.3423E-12    -3.7535E-12
   21    2     2.7685E-22     1.2011E-26    -5.4461E-11    -3.7534E-12
   21    3     1.1936E-28     1.2045E-26    -8.6061E-13    -3.7533E-12
   21    4     1.4977E-22     1.2011E-26     1.7990E-11    -3.7536E-12
   21    5     4.2772E-23     1.2011E-26     2.0951E-11    -3.7534E-12
   21    6     1.4977E-22     1.2011E-26     1.7990E-11    -3.7535E-12
   21    7     3.7946E-22     1.2011E-26     6.4033E-11    -3.7535E-12
   21    8     5.4622E-22     1.2011E-26     7.5211E-11    -3.7533E-12
   21    9     1.0414E-27     1.2045E-26    -1.0013E-12    -3.7535E-12
   21   10     9.8833E-24     1.2011E-26     7.3423E-12    -3.7534E-12
   21   11     2.7617E-22     1.2045E-26     5.2743E-11    -3.7534E-12
   21   12     5.4719E-22     1.2045E-26    -7.6929E-11    -3.7535E-12
   21   13     2.7617E-22     1.2045E-26     5.2743E-11    -3.7534E-12
   21   14     9.9877E-24     1.2011E-26    -9.0605E-12    -3.7533E-12
   21   15     1.3518E-26     1.2045E-26    -1.0098E-12    -6.8704E-12
   21   16     9.9878E-24     1.2011E-26    -9.0605E-12    -3.7536E-12
   21   17     1.5001E-22     1.2011E-26    -1.9708E-11    -3.7535E-12
   21   18     2.7685E-22     1.2011E-26    -5.4461E-11    -3.7535E-12
   21   19     1.1235E-28     1.2045E-26    -8.5906E-13    -3.7534E-12
   21   20     8.5219E-26     1.2045E-26    -1.0281E-12    -3.7535E-12
   21   21     4.3049E-23     1.2045E-26    -2.2669E-11    -3.7533E-12
   21   22     5.4719E-22     1.2011E-26    -7.6929E-11    -3.7532E-12
   21   23     3.8029E-22     1.2011E-26    -6.5751E-11    -2.7499E-12
   21   24     5.4622E-22     1.2011E-26     7.5211E-11    -3.7535E-12
   21   25     1.5001E-22     1.1976E-26    -1.9708E-11    -3.7535E-12
   21   26     1.1550E-28     1.2011E-26    -8.5952E-13    -3.7536E-12
   21   27     1.1523E-28     1.2011E-26    -8.5952E-13    -3.7536E-12
   22    1     5.7832E-22     5.6432E-26    -1.1241E-11    -3.8797E-10
   22    2     6.1803E-25     5.6507E-26    -1.1239E-11     6.5329E-17
   22    3     5.3727E-32     5.6507E-26    -1.1239E-11     6.5314E-17
   22    4     5.7832E-22     5.6432E-26    -1.1244E-11     3.8797E-10
   22    5     3.8919E-31     5.6432E-26    -1.1239E-11     6.5903E-17
   22    6     6.7577E-30     5.6507E-26    -1.1239E-11     6.5328E-17
   22    7     3.7553E-23     5.6507E-26    -1.1239E-11     6.5328E-17
   22    8     6.6890E-29     5.6432E-26    -1.1239E-11     6.5333E-17
   22    9     3.8340E-24     5.6507E-26    -1.1712E-11     6.5319E-17

*** X- and Y-coordinates of distinct configurations computed by the analytic-continuation method ***
K = solution counter of the N-body problem
L = solution counter of the restricted (N+1)-body problem 
FCT = residual of the the relative equilibrium equations at the solution
RMS = RMS error in Cartesian coordinates with respect to the initial guess
(X,Y) = X and Y coordinates of each point mass

    K    L        FCT           RMS                    X                        Y
    1    1     5.9076E-22     6.4567E-10     -1.4570752073243325E+00      1.0596795525617912E+00      1.9001250933413769E-17      2.9554688145363789E-01      1.0783293832648849E-16      1.7700666912300540E+00      2.0891627708764757E-16      3.3847375191092688E+00     -9.7784834317056868E-01     -1.1870073308643245E+00     -5.6432195505766949E-16     -3.0763364321818574E+00      9.7784834385089081E-01     -1.1870073298440218E+00
    1    2     3.8871E-23     9.7232E-10      2.0497297602896878E+00     -1.3708336650183472E+00      1.7191607987374364E-17      2.9554688216643515E-01      1.0595435550634408E-16      1.7700666915553007E+00      2.0906996053779975E-16      3.3847375192294753E+00     -9.7784834398766407E-01     -1.1870073296436110E+00     -5.6478750473605415E-16     -3.0763364320163937E+00      9.7784834204822968E-01     -1.1870073299579367E+00
    1    3     1.2854E-21     1.3973E-09      1.0788792355368828E+00     -3.7120974467980670E+00      1.7191607987374364E-17      2.9554688211350488E-01      1.0527620081589900E-16      1.7700666915661485E+00      2.0895766327063003E-16      3.3847375192716194E+00     -9.7784834369079643E-01     -1.1870073295665529E+00     -5.6535927705132374E-16     -3.0763364307160028E+00      9.7784834363419315E-01     -1.1870073289941832E+00
    1    4     1.1246E-21     9.4890E-10      1.3079137141635209E+00     -2.7159776442103301E+00      1.7191607987374364E-17      2.9554688214820291E-01      1.0644008616939344E-16      1.7700666915894667E+00      2.0740387814040349E-16      3.3847375192937492E+00     -9.7784834369148643E-01     -1.1870073296963044E+00     -5.7328297727994841E-16     -3.0763364316853745E+00      9.7784834334359205E-01     -1.1870073289713270E+00
    1    5     7.5992E-22     1.5401E-09     -7.5324412110307593E-01      4.3778333058983590E+00      1.9001250933413769E-17      2.9554688090546466E-01      1.1380083314899534E-16      1.7700666902158764E+00      2.0944399011247636E-16      3.3847375175419550E+00     -9.7784834357472772E-01     -1.1870073304986888E+00     -5.6581099611194070E-16     -3.0763364321570030E+00      9.7784834364826734E-01     -1.1870073304230024E+00
    1    6     9.3322E-22     7.7109E-10     -4.2261516600734050E-01     -2.1094676307098750E+00      1.7730508521854876E-17      2.9554688213688152E-01      1.1380083314899534E-16      1.7700666915790662E+00      2.0692762177645409E-16      3.3847375192685960E+00     -9.7784834390528352E-01     -1.1870073286429434E+00     -5.6434228748812616E-16     -3.0763364326850953E+00      9.7784834361162865E-01     -1.1870073295846018E+00
    1    7     1.7468E-28     9.0248E-10     -2.8579873383769646E-12     -1.0244995278767135E+00      1.9001250933413769E-17      2.9554688191451817E-01      1.0457357806847305E-16      1.7700666913838974E+00      2.0873964478371192E-16      3.3847375190926665E+00     -9.7784834442239466E-01     -1.1870073298614729E+00     -5.6598610620381748E-16     -3.0763364316805206E+00      9.7784834441957080E-01     -1.1870073298621535E+00
    1    8     4.8462E-22     7.4592E-10      4.1193317494109627E-01     -4.8938236466927471E-01      1.7191607987374364E-17      2.9554688259586059E-01      1.0509869543008767E-16      1.7700666917909762E+00      2.0911630299072550E-16      3.3847375193853120E+00     -9.7784834359016726E-01     -1.1870073295563650E+00     -5.6509691097654099E-16     -3.0763364321481368E+00      9.7784834373370377E-01     -1.1870073316158294E+00
    1    9     6.1541E-28     6.0973E-10     -6.4410965607790646E-12     -1.9345647087993303E+00      1.9001250933413769E-17      2.9554688205514051E-01      1.0457335827763357E-16      1.7700666915250602E+00      2.0873947564416450E-16      3.3847375192301490E+00     -9.7784834393781606E-01     -1.1870073291815613E+00     -5.6598632949899101E-16     -3.0763364325487692E+00      9.7784834393434705E-01     -1.1870073291830185E+00
    1   10     2.2558E-28     5.6313E-10     -4.1852083532488031E-14      1.0333651171961311E+00      1.9001250933413769E-17      2.9554688049810907E-01      1.0457357809981249E-16      1.7700666920702002E+00      2.0873964478597901E-16      3.3847375194915843E+00     -9.7784834365491724E-01     -1.1870073305135154E+00     -5.6598610621424494E-16     -3.0763364321030302E+00      9.7784834365203277E-01     -1.1870073305142765E+00
    1   11     1.5615E-26     8.0586E-10     -5.4057685729395919E-13      2.5640785658825558E+00      1.9001250933413769E-17      2.9554688074957008E-01      1.0457349688910360E-16      1.7700666898811708E+00      2.0873957141203681E-16      3.3847375198743070E+00     -9.7784834361680473E-01     -1.1870073304935223E+00     -5.6598639930215314E-16     -3.0763364321186728E+00      9.7784834361367823E-01     -1.1870073304944961E+00
    1   12     1.3233E-24     1.2974E-09     -1.1200684316711060E-10     -4.4411168178116407E+00      1.9001250933413769E-17      2.9554688214111063E-01      1.0457339828105069E-16      1.7700666915977217E+00      2.0873951180408424E-16      3.3847375193049283E+00     -9.7784834372877749E-01     -1.1870073291938945E+00     -5.6598618319796278E-16     -3.0763364302499405E+00      9.7784834372732632E-01     -1.1870073291963730E+00
    1   13     3.1423E-25     1.3382E-09      1.0579186799356895E-10      4.6853163690495361E+00      1.9001250933413769E-17      2.9554688086312925E-01      1.0457322189860726E-16      1.7700666901558733E+00      2.0873937994528089E-16      3.3847375173986891E+00     -9.7784834362102646E-01     -1.1870073304831557E+00     -5.6598625969267383E-16     -3.0763364321732798E+00      9.7784834361782580E-01     -1.1870073304841364E+00
    1   14     2.9062E-27     4.4425E-10     -1.9514352559021579E-12     -8.5242711812730165E-01      1.9001250933413769E-17      2.9554688212834473E-01      1.0457335825398322E-16      1.7700666915118863E+00      2.0873947564829673E-16      3.3847375191879054E+00     -9.7784834420181366E-01     -1.1870073300975161E+00     -5.6598632949914060E-16     -3.0763364318173330E+00      9.7784834420077693E-01     -1.1870073300984254E+00
    2    1     4.3661E-22     1.5122E-09      1.3049798363704117E+00      2.6172201418244243E+00      9.3655815736453862E-01      1.0929491796712829E+00      1.7620984616383049E-16      3.0292844385810489E+00     -9.3655815718628377E-01      1.0929491819504269E+00     -8.4336592358555829E-01     -2.3317277377613563E+00     -1.0205464930586534E-16     -5.5172732452896200E-01      8.4336592253052645E-01     -2.3317277405538337E+00
    2    2     3.5459E-23     1.0419E-09     -1.8836303796174865E+00     -2.6083483819285918E+00      9.3655815734368364E-01      1.0929491817713990E+00      1.9195820501459880E-16      3.0292844389156581E+00     -9.3655815729894587E-01      1.0929491818747081E+00     -8.4336592186406012E-01     -2.3317277380863883E+00     -9.6279952108610044E-17     -5.5172732347119047E-01      8.4336592362469509E-01     -2.3317277384200104E+00
    2    3     2.3738E-29     9.1379E-10     -2.7570093284105676E-12     -2.2974382743516979E+00      9.3655815727320135E-01      1.0929491817432335E+00      1.7981056036298168E-16      3.0292844388424500E+00     -9.3655815727569414E-01      1.0929491817432166E+00     -8.4336592408771083E-01     -2.3317277381903243E+00     -1.0641468390951637E-16     -5.5172732367445676E-01      8.4336592408485955E-01     -2.3317277381908537E+00
    2    4     7.7393E-25     1.2656E-09      8.3923468733152916E-11      4.4028804400403239E+00      9.3655815745473958E-01      1.0929491806766232E+00      1.7981163262840551E-16      3.0292844371286005E+00     -9.3655815745707560E-01      1.0929491806817733E+00     -8.4336592306026714E-01     -2.3317277391808036E+00     -1.0641468390951637E-16     -5.5172732454523621E-01      8.4336592305482627E-01     -2.3317277391880102E+00
    2    5     1.9765E-22     5.8947E-10      1.4790267538416830E+00     -5.7763897150046728E-01      9.3655815696004241E-01      1.0929491822588981E+00      1.7739027423252936E-16      3.0292844390443872E+00     -9.3655815750007143E-01      1.0929491814421761E+00     -8.4336592333336557E-01     -2.3317277383620123E+00     -1.0641468390951637E-16     -5.5172732399608904E-01      8.4336592265096277E-01     -2.3317277398338940E+00
    2    6     3.6728E-29     1.0158E-09     -4.9591971880418024E-13     -3.9754508431525832E+00      9.3655815736586823E-01      1.0929491819344184E+00      1.7981040975150584E-16      3.0292844390752762E+00     -9.3655815736827575E-01      1.0929491819345749E+00     -8.4336592319954951E-01     -2.3317277378012373E+00     -1.0641468390951637E-16     -5.5172732338960118E-01      8.4336592319658144E-01     -2.3317277378021530E+00
    2    7     1.1769E-23     1.0432E-09     -2.0263382656232469E+00      1.2366302222042156E+00      9.3655815785475260E-01      1.0929491811819161E+00      1.9475825102318109E-16      3.0292844388367071E+00     -9.3655815586406843E-01      1.0929491813438690E+00     -8.4336592304914981E-01     -2.3317277390774085E+00     -1.0641468390951637E-16     -5.5172732447627537E-01      8.4336592303534286E-01     -2.3317277390696112E+00
    2    8     8.6388E-22     1.5050E-09      1.0885756618918923E+00      3.6540645743878630E+00      9.3655815759270367E-01      1.0929491798369513E+00      1.7620984616383049E-16      3.0292844375958938E+00     -9.3655815720999491E-01      1.0929491816906374E+00     -8.4336592350489237E-01     -2.3317277379675336E+00     -9.9162065022010874E-17     -5.5172732450721007E-01      8.4336592260166021E-01     -2.3317277403269769E+00
    2    9     2.7685E-22     7.0138E-10     -3.6683731987750556E-01      3.1661823634181385E-01      9.3655815727565661E-01      1.0929491813748502E+00      1.9475825102318109E-16      3.0292844390143143E+00     -9.3655815765370198E-01      1.0929491827410724E+00     -8.4336592285682632E-01     -2.3317277398690925E+00     -1.0516128434790838E-16     -5.5172732497624566E-01      8.4336592329589577E-01     -2.3317277386256903E+00
    2   10     2.3579E-29     6.6926E-10     -2.6400539453974137E-12      1.0465256043970357E+00      9.3655815831906575E-01      1.0929491812416996E+00      1.7981044105847766E-16      3.0292844384946460E+00     -9.3655815832155875E-01      1.0929491812416827E+00     -8.4336592301179070E-01     -2.3317277389377864E+00     -1.0641468390951637E-16     -5.5172732417262516E-01      8.4336592300893953E-01     -2.3317277389383153E+00
    2   11     2.7577E-22     9.0489E-10      2.0044911809606922E-01     -1.5019986099799238E+00      9.3655815731838399E-01      1.0929491821417303E+00      1.7895974357378292E-16      3.0292844390101186E+00     -9.3655815748023019E-01      1.0929491818278483E+00     -8.4336592310739178E-01     -2.3317277388518085E+00     -1.0641468390951637E-16     -5.5172732294523774E-01      8.4336592327178028E-01     -2.3317277397048253E+00
    2   12     2.1697E-28     5.7734E-10     -3.0550708390140805E-12      1.9032530387197710E+00      9.3655815762947714E-01      1.0929491806602685E+00      1.7981148022614338E-16      3.0292844394987481E+00     -9.3655815763144001E-01      1.0929491806612603E+00     -8.4336592304557512E-01     -2.3317277391330924E+00     -1.0641468390951637E-16     -5.5172732447965112E-01      8.4336592304220637E-01     -2.3317277391349598E+00
    2   13     9.5622E-23     1.3859E-09     -3.7118657486762063E-01      2.0304338644432827E+00      9.3655815706826528E-01      1.0929491818049486E+00      1.9287625031753525E-16      3.0292844395872969E+00     -9.3655815793592812E-01      1.0929491794088662E+00     -8.4336592251232378E-01     -2.3317277405826782E+00     -9.6279952108610044E-17     -5.5172732453637707E-01      8.4336592358267004E-01     -2.3317277377366628E+00
    2   14     6.8952E-27     6.1620E-10      2.0988858954074529E-11     -1.5463271064027950E+00      9.3655815739492343E-01      1.0929491819720873E+00      1.7981087379543272E-16      3.0292844390046145E+00     -9.3655815739529036E-01      1.0929491819765140E+00     -8.4336592324275172E-01     -2.3317277392228095E+00     -1.0641468390951637E-16     -5.5172732297461058E-01      8.4336592323695514E-01     -2.3317277392336417E+00
    2   15     1.3986E-28     3.7115E-10     -4.4322096797371272E-12      5.0437264273592408E-01      9.3655815770646145E-01      1.0929491818648513E+00      1.7981175023989907E-16      3.0292844388738533E+00     -9.3655815770897344E-01      1.0929491818654538E+00     -8.4336592306465441E-01     -2.3317277391731639E+00     -1.0641468390951637E-16     -5.5172732478520470E-01      8.4336592306157687E-01     -2.3317277391743354E+00
    3    1     2.0970E-22     8.1273E-10      3.6021499533931534E-01      6.7269724267416875E-01      8.9563504579758467E-17      1.5397171994679533E+00      2.0076445704917937E-16      3.2358077120808724E+00     -9.2439698897783951E-01     -9.9602400808176547E-02     -8.0351353086113875E-01     -2.2881600551970922E+00      8.0351353080359456E-01     -2.2881600537723017E+00      9.2439698877516452E-01     -9.9602402469982837E-02
    3    2     2.8596E-22     7.4830E-10     -1.6228985975167576E+00     -1.1763120155615345E+00      9.8991241903943559E-17      1.5397171990054079E+00      1.9553843647547067E-16      3.2358077118509572E+00     -9.2439698811145099E-01     -9.9602400151287393E-02     -8.0351353047104768E-01     -2.2881600543363039E+00      8.0351353103667134E-01     -2.2881600543749432E+00      9.2439698901058931E-01     -9.9602400843548461E-02
    3    3     1.1205E-21     6.4258E-10     -9.5463896927399794E-01     -1.1797137174782557E+00      9.8991241903943559E-17      1.5397171990645333E+00      1.9554854459237692E-16      3.2358077118987212E+00     -9.2439698855833152E-01     -9.9602399571305608E-02     -8.0351353065381659E-01     -2.2881600549729431E+00      8.0351353096715050E-01     -2.2881600543489844E+00      9.2439698887884603E-01     -9.9602400916337680E-02
    3    4     2.6965E-29     9.9035E-10      5.8974556613470729E-13     -3.9595419827785618E+00      9.8991241903943559E-17      1.5397171990354943E+00      1.9802416114818705E-16      3.2358077119294020E+00     -9.2439698878902832E-01     -9.9602400366598148E-02     -8.0351353095941813E-01     -2.2881600531494022E+00      8.0351353095669342E-01     -2.2881600531483177E+00      9.2439698878641996E-01     -9.9602400367066801E-02
    3    5     3.2514E-24     9.5437E-10      2.0355868650877906E+00     -2.2024863313747170E-01      9.8991241903943559E-17      1.5397171989028589E+00      1.9581394038776372E-16      3.2358077117517805E+00     -9.2439698940642734E-01     -9.9602400846069722E-02     -8.0351353076581900E-01     -2.2881600547011351E+00      8.0351353091647848E-01     -2.2881600538823217E+00      9.2439698718565044E-01     -9.9602401030893933E-02
    3    6     3.7101E-22     9.0088E-10     -1.4008459671556286E+00      1.8705061124805238E+00      9.8991241903943559E-17      1.5397171983093940E+00      1.9589697843633955E-16      3.2358077115578250E+00     -9.2439698828464012E-01     -9.9602402196889303E-02     -8.0351353074522858E-01     -2.2881600548869456E+00      8.0351353098033418E-01     -2.2881600540312896E+00      9.2439698911009804E-01     -9.9602400648631489E-02
    3    7     6.6780E-26     8.3981E-10     -8.5228121633504719E-12     -2.2814118172305804E+00      9.8991241903943559E-17      1.5397171988739948E+00      1.9802337342890284E-16      3.2358077116863369E+00     -9.2439698864510511E-01     -9.9602400534661129E-02     -8.0351353189363728E-01     -2.2881600536081499E+00      8.0351353187855468E-01     -2.2881600536229696E+00      9.2439698864825959E-01     -9.9602400539168703E-02
    3    8     2.6237E-22     1.4245E-09     -2.2444641089386998E-09      4.5621798297910416E+00      9.8991241903943559E-17      1.5397171975740260E+00      1.9802484288824978E-16      3.2358077099809428E+00     -9.2439698880083521E-01     -9.9602401581435129E-02     -8.0351353084664401E-01     -2.2881600545178906E+00      8.0351353084955890E-01     -2.2881600544886287E+00      9.2439698881966537E-01     -9.9602401555225234E-02
    3    9     2.6395E-29     7.6124E-10     -4.2289527052286097E-14      2.3779334938281962E+00      9.8991241903943559E-17      1.5397171972675940E+00      1.9803230081284187E-16      3.2358077125110789E+00     -9.2439698882481713E-01     -9.9602401615157002E-02     -8.0351353083048926E-01     -2.2881600544763070E+00      8.0351353082773458E-01     -2.2881600544754881E+00      9.2439698882223209E-01     -9.9602401615683789E-02
    3   10     9.8111E-22     1.4753E-09     -8.7658248922362914E-01      4.1260290759662350E+00      9.4277373241851050E-17      1.5397171976631252E+00      2.0237870935822283E-16      3.2358077101975828E+00     -9.2439698870450637E-01     -9.9602401675192048E-02     -8.0351353082076182E-01     -2.2881600545988987E+00      8.0351353087287269E-01     -2.2881600543538214E+00      9.2439698888790311E-01     -9.9602401384855738E-02
    3   11     2.8916E-24     1.0657E-09      1.8694394147733469E+00     -2.5141672515642126E+00      9.8991241903943559E-17      1.5397171988969562E+00      1.9553798396589352E-16      3.2358077117436963E+00     -9.2439698867339215E-01     -9.9602400467958235E-02     -8.0351353159479533E-01     -2.2881600536779545E+00      8.0351352958432409E-01     -2.2881600534713264E+00      9.2439698879385601E-01     -9.9602400535276150E-02
    3   12     3.9690E-29     4.1134E-10     -3.8580568516092747E-12     -1.0925461223060209E+00      9.8991241903943559E-17      1.5397171989404304E+00      1.9802196605222796E-16      3.2358077118310016E+00     -9.2439698901171086E-01     -9.9602400323184168E-02     -8.0351353096452982E-01     -2.2881600545297025E+00      8.0351353096184952E-01     -2.2881600545283374E+00      9.2439698900900880E-01     -9.9602400323692941E-02
    3   13     2.3664E-29     6.0818E-10     -2.6490596557811873E-12     -3.5686695627464217E-02      9.8991241903943559E-17      1.5397171985898375E+00      1.9802337400650359E-16      3.2358077115338664E+00     -9.2439698976235452E-01     -9.9602400897322460E-02     -8.0351353078685339E-01     -2.2881600541598694E+00      8.0351353078410304E-01     -2.2881600541590270E+00      9.2439698975977991E-01     -9.9602400897828652E-02
    3   14     4.6968E-25     3.4835E-10     -4.0672984133705556E-11      4.8876017941938033E-01      9.8991241903943559E-17      1.5397171992600853E+00      1.9802337775742217E-16      3.2358077119530178E+00     -9.2439698913606239E-01     -9.9602401472938876E-02     -8.0351353081337562E-01     -2.2881600544386616E+00      8.0351353082821275E-01     -2.2881600543684568E+00      9.2439698911210011E-01     -9.9602401447835998E-02
    4    1     1.0829E-21     2.1081E-09      1.3516149718737431E+00      1.7948522099516881E+00      8.2099160849289410E-17      1.4113950823660890E+00      1.9361889054524200E-16      3.1105909377201781E+00     -1.3819299021833888E+00     -5.9773858457519591E-01     -9.1884225631370130E-17     -5.0425208860327908E-01     -5.1894162738461047E-16     -2.8222567623530757E+00      1.3819299020417748E+00     -5.9773858637151278E-01
    4    2     1.5656E-21     1.1346E-09      1.1450925319268410E+00     -3.2881033342044126E+00      8.2099160849289410E-17      1.4113950830741393E+00      1.8093934778810912E-16      3.1105909380128067E+00     -1.3819299020621565E+00     -5.9773858533118174E-01     -9.3379670824897413E-17     -5.0425208760232865E-01     -5.3694551076171009E-16     -2.8222567611583234E+00      1.3819299021975313E+00     -5.9773858372895183E-01
    4    3     1.1670E-21     1.3842E-09      9.1316083122554048E-01      3.9398681627450913E+00      9.0741177780793554E-17      1.4113950818435730E+00      1.8093934778810912E-16      3.1105909364479456E+00     -1.3819299021324571E+00     -5.9773858539388935E-01     -9.3587690973880939E-17     -5.0425208860381532E-01     -5.1777994303202812E-16     -2.8222567623634922E+00      1.3819299020855096E+00     -5.9773858589213402E-01
    4    4     1.6674E-21     9.0865E-10      1.2104042172106686E+00     -2.3390172519486176E+00      9.0741177780793554E-17      1.4113950830979998E+00      1.8093934778810912E-16      3.1105909380317764E+00     -1.3819299020483209E+00     -5.9773858502581545E-01     -9.5252817187258453E-17     -5.0425208751632355E-01     -5.3654788708930846E-16     -2.8222567620785575E+00      1.3819299021404228E+00     -5.9773858419200621E-01
    4    5     3.6584E-21     7.2453E-10      6.8743976456155154E-01     -5.4791104768886700E-01      8.2099160849289410E-17      1.4113950827312849E+00      1.9165704903254469E-16      3.1105909376253078E+00     -1.3819299018077951E+00     -5.9773858458876683E-01     -9.7257874015880036E-17     -5.0425208806924904E-01     -5.1803048093171382E-16     -2.8222567618777936E+00      1.3819299036642303E+00     -5.9773858529481549E-01
    4    6     1.9731E-21     6.1794E-10      2.3667968630987057E+00     -6.5980472789689015E-01      8.2099160849289410E-17      1.4113950828314157E+00      1.9270974217349804E-16      3.1105909377438019E+00     -1.3819299019253639E+00     -5.9773858468802976E-01     -9.7257874015880036E-17     -5.0425208810806221E-01     -5.1816575339249284E-16     -2.8222567620384127E+00      1.3819299014748769E+00     -5.9773858510285138E-01
    4    7     4.4133E-26     1.1482E-09      3.7082693060696304E-13     -4.2047648998675617E+00      8.2099160849289410E-17      1.4113950831201647E+00      1.9231665826367943E-16      3.1105909380614118E+00     -1.3819299021638534E+00     -5.9773858442737071E-01     -9.7257874015880036E-17     -5.0425208756322315E-01     -5.1759003141992378E-16     -2.8222567605787829E+00      1.3819299021635514E+00     -5.9773858442937822E-01
    4    8     1.1264E-23     6.2397E-10      6.0980013106777986E-11      5.0776763932516689E-01      8.2099160849289410E-17      1.4113950838896596E+00      1.9231672441462957E-16      3.1105909384368275E+00     -1.3819299020491287E+00     -5.9773858610646013E-01     -9.7257874015880036E-17     -5.0425208852189141E-01     -5.1759000137081463E-16     -2.8222567623813704E+00      1.3819299020689599E+00     -5.9773858584647677E-01
    4    9     1.1960E-22     6.7574E-10     -6.3086525227903122E-10     -1.7471308504630685E+00      8.2099160849289410E-17      1.4113950830957633E+00      1.9231665662597483E-16      3.1105909380253505E+00     -1.3819299021331495E+00     -5.9773858468306362E-01     -9.7257874015880036E-17     -5.0425208764742135E-01     -5.1759003278577363E-16     -2.8222567632488702E+00      1.3819299022150382E+00     -5.9773858381657174E-01
    4   10     5.6980E-26     1.2157E-09      1.3500483099547243E-11      4.4317664843020887E+00      8.2099160849289410E-17      1.4113950817532508E+00      1.9231669169020459E-16      3.1105909362046229E+00     -1.3819299021153784E+00     -5.9773858569238569E-01     -9.7257874015880036E-17     -5.0425208863125737E-01     -5.1759001642124365E-16     -2.8222567623930694E+00      1.3819299021150298E+00     -5.9773858569487126E-01
    4   11     4.4525E-26     7.1434E-10     -1.3008219300973703E-13      2.2513042211841370E+00      8.2099160849289410E-17      1.4113950814764156E+00      1.9231669161932366E-16      3.1105909387554251E+00     -1.3819299020900284E+00     -5.9773858575453065E-01     -9.7257874015880036E-17     -5.0425208863616311E-01     -5.1759001641748838E-16     -2.8222567623573043E+00      1.3819299020896767E+00     -5.9773858575708994E-01
    5    1     9.3310E-23     5.9243E-10      1.4534235549020043E+00      9.8139536007498754E-11      8.5179477117912727E-01      2.3762455711996138E+00      4.2608468852744741E-17      7.3249693185038378E-01     -8.5179477184512953E-01      2.3762455698440839E+00     -8.5179477182630114E-01     -2.3762455698728777E+00     -1.3679561406604997E-16     -7.3249693185023701E-01      8.5179477120464331E-01     -2.3762455711459189E+00
    5    2     1.9109E-26     9.9573E-10      5.7635458445530613E-12      3.9776761222496924E+00      8.5179477170594742E-01      2.3762455692249116E+00      4.2608468852744741E-17      7.3249693109237501E-01     -8.5179477170686657E-01      2.3762455692311435E+00     -8.5179477156200134E-01     -2.3762455706460797E+00     -1.3679516229571967E-16     -7.3249693226386214E-01      8.5179477155847150E-01     -2.3762455706477206E+00
    5    3     8.4518E-29     9.5374E-10     -2.6825555168766232E-12     -2.3254938872422906E+00      8.5179477150314065E-01      2.3762455704117085E+00      4.2608468852744741E-17      7.3249693202045929E-01     -8.5179477150576455E-01      2.3762455704117147E+00     -8.5179477256623626E-01     -2.3762455695963900E+00     -1.3679348610905978E-16     -7.3249693135717064E-01      8.5179477256361213E-01     -2.3762455695963833E+00
    5    4     7.7507E-23     9.9079E-10      1.8683127273964855E+00      2.6768516837557317E+00      8.5179477033611972E-01      2.3762455696419651E+00      4.2608468852744741E-17      7.3249693113728387E-01     -8.5179477209789234E-01      2.3762455697154854E+00     -8.5179477152725924E-01     -2.3762455705189072E+00     -1.3402229280118624E-16     -7.3249693217150558E-01      8.5179477152469174E-01     -2.3762455705127294E+00
