    3    7     6.1685E-26     6.5177E-26    -3.7811E-12    -8.9248E-13
    3    8     2.5176E-23     6.5096E-26    -3.5752E-12     2.7810E-11
    3    9     4.1251E-23     6.5177E-26     5.0546E-12    -2.4286E-11
    3   10     8.1675E-25     6.5096E-26    -5.5969E-12    -8.8748E-13
    3   11     2.3119E-23     6.5096E-26    -3.5637E-12    -2.9573E-11
    3   12     3.8034E-25     6.5096E-26    -1.6255E-12    -9.0381E-13
    3   13     9.5958E-22     6.5096E-26     1.0836E-11     1.7849E-11
    4    1     2.8439E-25     7.0075E-26    -2.9082E-12    -3.8471E-12
    4    2     2.4308E-24     6.9909E-26    -2.9082E-12    -5.6533E-12
    4    3     1.8089E-26     7.0075E-26    -2.9083E-12    -3.0835E-12
    4    4     8.3262E-26     7.0075E-26    -2.9082E-12    -2.4000E-12
    4    5     1.7276E-24     6.9909E-26    -2.9082E-12    -5.9378E-13
    4    6     1.4624E-26     6.9992E-26    -2.9083E-12    -3.1175E-12
    4    7     4.6468E-26     6.9992E-26    -2.9083E-12    -2.1722E-12
    4    8     5.6581E-25     6.9992E-26    -2.9083E-12    -1.5836E-12
    4    9     5.4709E-26     6.9992E-26    -2.9082E-12    -2.5151E-12
    4   10     4.4003E-25     7.0075E-26    -2.9083E-12    -4.0761E-12
    4   11     1.7525E-25     7.0075E-26    -2.9082E-12    -2.1710E-12
    4   12     9.9387E-25     7.0075E-26    -2.9083E-12    -4.6634E-12
    4   13     7.1872E-23     6.9992E-26     1.8405E-11    -3.5923E-12
    5    1     2.4866E-23     6.2244E-26    -2.0457E-12    -3.1571E-11
    5    2     1.8019E-25     6.2244E-26    -1.5671E-12     3.4223E-13
    5    3     7.4203E-24     6.2166E-26    -2.0603E-12    -1.8185E-11
    5    4     1.3545E-23     6.2322E-26    -2.0604E-12     1.9725E-11
    5    5     1.4510E-25     6.2244E-26    -2.0604E-12     1.9424E-13
    5    6     1.3101E-23     6.2166E-26    -2.0605E-12    -2.3487E-11
    5    7     3.3129E-23     6.2244E-26    -2.0577E-12     3.2010E-11
    5    8     8.4683E-24     6.2244E-26    -2.0603E-12    -1.9286E-11
    5    9     3.5802E-23     6.2244E-26    -2.0603E-12    -3.7479E-11
    5   10     1.4512E-25     6.2244E-26    -2.0604E-12     1.9477E-13
    5   11     1.3545E-23     6.2244E-26    -2.0604E-12     1.9725E-11
    5   12     8.4684E-24     6.2244E-26    -2.0604E-12    -1.9287E-11
    5   13     1.9271E-23     6.2166E-26    -2.0605E-12     2.3925E-11
    5   14     1.2211E-23     6.2166E-26    -2.0604E-12     1.8624E-11
    5   15     3.5802E-23     6.2166E-26    -2.0603E-12    -3.7479E-11
    5   16     4.5613E-23     6.2322E-26    -2.0603E-12     3.7918E-11
    5   17     7.4202E-24     6.2166E-26    -2.0605E-12    -1.8185E-11
    5   18     4.5614E-23     6.2244E-26    -2.0603E-12     3.7918E-11
    5   19     1.2210E-23     6.2166E-26    -2.0603E-12     1.8624E-11
    6    1     8.8906E-30     4.3804E-26    -1.8157E-12    -1.5411E-12
    6    2     8.8096E-30     4.3738E-26    -1.8158E-12    -1.5410E-12
    6    3     8.9203E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6    4     8.8907E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6    5     8.8305E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6    6     8.8352E-30     4.3738E-26    -1.8158E-12    -1.5412E-12
    6    7     8.8804E-30     4.3738E-26    -1.8158E-12    -1.5410E-12
    6    8     8.8571E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6    9     8.8580E-30     4.3804E-26    -1.8156E-12    -1.5410E-12
    6   10     8.7503E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6   11     8.8340E-30     4.3738E-26    -1.8159E-12    -1.5412E-12
    6   12     8.8510E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6   13     8.8536E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6   14     8.7787E-30     4.3738E-26    -1.8158E-12    -1.5411E-12
    6   15     8.8057E-30     4.3738E-26    -1.8158E-12    -1.5411E-12
    6   16     8.9058E-30     4.3738E-26    -1.8158E-12    -1.5410E-12
    6   17     8.8387E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    7    1     3.3016E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7    2     3.3012E-27     1.0673E-26    -3.9795E-12    -2.5949E-12
    7    3     3.3016E-27     1.0673E-26    -3.9795E-12    -2.5951E-12
    7    4     3.3010E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7    5     3.3021E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7    6     3.3022E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7    7     3.3015E-27     1.0673E-26    -3.9795E-12    -2.5951E-12
    7    8     3.3025E-27     1.0641E-26    -3.9796E-12    -2.5951E-12
    7    9     3.3014E-27     1.0673E-26    -3.9796E-12    -2.5950E-12
    7   10     3.3014E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7   11     3.3022E-27     1.0673E-26    -3.9796E-12    -2.5950E-12
    7   12     3.3011E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7   13     3.3011E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7   14     3.3016E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7   15     3.3025E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    8    1     1.4662E-27     2.9666E-26    -4.9141E-12     4.9775E-14
    8    2     1.4659E-27     2.9720E-26    -4.9142E-12     4.9775E-14
    8    3     1.4665E-27     2.9720E-26    -4.9141E-12     4.9821E-14
    8    4     1.4652E-27     2.9720E-26    -4.9142E-12     4.9821E-14
    8    5     1.4660E-27     2.9720E-26    -4.9141E-12     4.9868E-14
    8    6     1.4664E-27     2.9720E-26    -4.9142E-12     4.9775E-14
    8    7     1.4662E-27     2.9720E-26    -4.9143E-12     4.9775E-14
    8    8     1.4669E-27     2.9666E-26    -4.9141E-12     4.9821E-14
    8    9     1.4661E-27     2.9666E-26    -4.9143E-12     4.9821E-14
    8   10     1.4659E-27     2.9720E-26    -4.9141E-12     4.9775E-14
    8   11     1.4660E-27     2.9666E-26    -4.9142E-12     4.9775E-14
    9    1     2.8384E-23     5.6507E-26    -1.0954E-11    -2.3564E-11
    9    2     3.6956E-32     5.6507E-26    -1.1239E-11     6.5192E-17
    9    3     3.4216E-32     5.6507E-26    -1.1239E-11     6.5188E-17
    9    4     1.2619E-24     5.6507E-26    -1.1239E-11     6.5195E-17
    9    5     2.8487E-23     5.6507E-26    -1.0890E-11     2.3564E-11
    9    6     1.1161E-32     5.6507E-26    -1.1239E-11     6.5293E-17
    9    7     3.4907E-26     5.6507E-26    -1.1239E-11     6.5195E-17
    9    8     5.4182E-32     5.6507E-26    -1.1239E-11     6.5292E-17
    9    9     2.4283E-22     5.6507E-26     9.8835E-12     6.6973E-17

*** X- and Y-coordinates of distinct configurations computed by the analytic-continuation method ***
K = solution counter of the N-body problem
L = solution counter of the restricted (N+1)-body problem 
FCT = residual of the the relative equilibrium equations at the solution
RMS = RMS error in Cartesian coordinates with respect to the initial guess
(X,Y) = X and Y coordinates of each point mass

    K    L        FCT           RMS                    X                        Y
    1    1     3.3220E-23     5.9860E-11     -5.7604059158651066E-01      4.1851798762430903E-01      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135623414080E+00      0.0000000000000000E+00      4.3701602446004628E-01      1.3449970238992301E+00     -1.1441228057277744E+00      8.3125387558031960E-01     -1.1441228055699919E+00     -8.3125387560865449E-01      4.3701602449091631E-01     -1.3449970238825526E+00
    1    2     7.7817E-24     7.0933E-11     -1.8593965136209885E+00      1.3509306435132262E+00      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135623472338E+00      0.0000000000000000E+00      4.3701602446721977E-01      1.3449970239060842E+00     -1.1441228055641834E+00      8.3125387546869733E-01     -1.1441228055811734E+00     -8.3125387560812591E-01      4.3701602448158505E-01     -1.3449970238917102E+00
    1    3     9.4381E-26     9.8090E-11      1.5705121978195606E+00     -1.1410439025942012E+00      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135623311494E+00      0.0000000000000000E+00      4.3701602447378551E-01      1.3449970239013995E+00     -1.1441228055813744E+00      8.3125387559908104E-01     -1.1441228056868127E+00     -8.3125387545859775E-01      4.3701602429519470E-01     -1.3449970239353597E+00
    2    1     1.0409E-23     2.9037E-10     -1.8312827178989224E+00      9.3132646012647180E-01      1.3380347808722874E+00      0.0000000000000000E+00      6.2108700247243220E-01      1.0757542441515198E+00     -6.6901739039028751E-01      1.1587721114196468E+00     -1.2421740047747116E+00     -4.0827470849234205E-12     -6.6901739044860575E-01     -1.1587721114204603E+00      6.2108700243967052E-01     -1.0757542441434700E+00
    2    2     3.3685E-23     1.3655E-10     -9.7715378830653843E-01      5.8693972939572236E-01      1.3380347808137616E+00      0.0000000000000000E+00      6.2108700248701532E-01      1.0757542441410781E+00     -6.6901739033255603E-01      1.1587721114693901E+00     -1.2421740050395900E+00     -4.0827470849234205E-12     -6.6901739035482133E-01     -1.1587721112366884E+00      6.2108700251156279E-01     -1.0757542442453203E+00
    2    3     2.1342E-26     3.7287E-10     -8.4316915695632404E-13     -1.6663137032639526E-12      1.3380347803196819E+00      0.0000000000000000E+00      6.2108700275578765E-01      1.0757542446997315E+00     -6.6901739016572004E-01      1.1587721109046145E+00     -1.2421740055141686E+00     -3.9057351063851876E-12     -6.6901739016306094E-01     -1.1587721109112963E+00      6.2108700275665896E-01     -1.0757542446987980E+00
    2    4     1.8049E-23     1.0948E-09     -1.1249930414768448E+00      1.9485451060726779E+00      1.3380347796789003E+00      0.0000000000000000E+00      6.2108700316403709E-01      1.0757542453175823E+00     -6.6901738971908697E-01      1.1587721101833128E+00     -1.2421740062777447E+00     -4.0827470849234205E-12     -6.6901738982550907E-01     -1.1587721103127839E+00      6.2108700307955944E-01     -1.0757542452481854E+00
    2    5     3.9757E-24     1.1250E-09      1.0915531894918269E+00      1.8906255834791701E+00      1.3380347818139295E+00      0.0000000000000000E+00      6.2108700182175025E-01      1.0757542431263809E+00     -6.6901739095728052E-01      1.1587721121945800E+00     -1.2421740039864357E+00     -4.0827470849234205E-12     -6.6901739082674438E-01     -1.1587721120802359E+00      6.2108700201328226E-01     -1.0757542433709129E+00
    3    1     3.0139E-23     3.8138E-11     -1.1611126582334878E-11      6.6753792690789027E-01      5.6126824593736380E-01      0.0000000000000000E+00      1.6559497610351073E+00      1.9107255629628537E-12     -3.1050700980805160E-12      1.3938466002981573E+00     -5.6126824593966151E-01     -8.6039454587929954E-13     -1.6559497610368124E+00     -4.7045512007651438E-12      6.0968503272871627E-13     -1.3938466001854082E+00
    3    2     4.2587E-23     3.1739E-11      1.1864209410227651E+00      1.3006610777065009E+00      5.6126824590020719E-01      0.0000000000000000E+00      1.6559497610162321E+00      1.9107255629628537E-12     -3.3490607252184604E-12      1.3938466002069021E+00     -5.6126824595216074E-01     -8.7903130452127410E-13     -1.6559497610496745E+00     -4.6085068907848202E-12      6.1197638112005077E-13     -1.3938466001985423E+00
    3    3     2.5971E-26     8.5369E-11      2.4692820711338417E+00      2.7605970016296396E-12      5.6126824584897272E-01      0.0000000000000000E+00      1.6559497609208382E+00      1.9107255629628537E-12     -3.0301025609119405E-12      1.3938466002043963E+00     -5.6126824597545000E-01     -8.0237714298403583E-13     -1.6559497610594607E+00     -4.4320001806487104E-12      5.7693242566423788E-13     -1.3938466002064616E+00
    3    4     2.5176E-23     5.1537E-11     -4.9936856776076330E-12      2.2565029069376088E+00      5.6126824592716063E-01      0.0000000000000000E+00      1.6559497610306066E+00      1.9107255629628537E-12     -3.1153758833848500E-12      1.3938466001345979E+00     -5.6126824593745639E-01     -8.7377244227025700E-13     -1.6559497610392588E+00     -4.6865769004631293E-12      6.1197638112005077E-13     -1.3938466001897365E+00
    3    5     8.1675E-25     5.4445E-11      1.1050290538950820E+00      9.7431826389566457E-13      5.6126824582623369E-01      0.0000000000000000E+00      1.6559497610773046E+00      1.9107255629628537E-12     -3.0301025609119405E-12      1.3938466002005636E+00     -5.6126824598351766E-01     -7.9531403742400983E-13     -1.6559497610616865E+00     -4.4142665198288375E-12      6.1197638112005077E-13     -1.3938466002025898E+00
    3    6     9.5958E-22     5.0250E-11      2.1850395326645025E-11     -5.0107248307973330E-11      5.6126824601725656E-01      0.0000000000000000E+00      1.6559497610834473E+00      1.9107255629628537E-12     -3.0301025609119405E-12      1.3938466002423677E+00     -5.6126824598021507E-01     -7.9531403742400983E-13     -1.6559497610530405E+00     -4.4185580358943336E-12      5.9945105727758687E-13     -1.3938466001319725E+00
    4    1     2.8439E-25     7.6948E-11     -1.2390635108591157E+00      2.1461209544962236E+00      6.7476250657930514E-01      0.0000000000000000E+00      1.6964754324697444E+00      1.6243199871141367E-12     -3.3738125326846702E-01      5.8436147214863710E-01     -8.4823771621948141E-01      1.4691908213094385E+00     -3.3738125327380614E-01     -5.8436147224015356E-01     -8.4823771618083799E-01     -1.4691908214572407E+00
    4    2     2.4308E-24     5.2326E-11      8.1447904229190815E-01     -1.4107190830323040E+00      6.7476250655656467E-01      0.0000000000000000E+00      1.6964754324611706E+00      1.6243199871141367E-12     -3.3738125328068558E-01      5.8436147222510848E-01     -8.4823771620286892E-01      1.4691908214425706E+00     -3.3738125332358598E-01     -5.8436147218734191E-01     -8.4823771630949207E-01     -1.4691908213748093E+00
    4    3     1.8089E-26     4.7243E-11      1.1808908122568040E+00      7.7917271197044613E-13      6.7476250648756997E-01      0.0000000000000000E+00      1.6964754325194524E+00      1.6278903492867630E-12     -3.3738125330044799E-01      5.8436147221717649E-01     -8.4823771627418254E-01      1.4691908213923657E+00     -3.3738125330013197E-01     -5.8436147222582469E-01     -8.4823771626779831E-01     -1.4691908214038460E+00
    4    4     4.6468E-26     5.0410E-11     -2.4041696964270109E-01     -4.6861382702157035E-12      6.7476250655215242E-01      0.0000000000000000E+00      1.6964754324490943E+00      1.6243199871141367E-12     -3.3738125330115615E-01      5.8436147226382273E-01     -8.4823771619863964E-01      1.4691908214673390E+00     -3.3738125330123664E-01     -5.8436147226995583E-01     -8.4823771619362198E-01     -1.4691908214758633E+00
    4    5     7.1872E-23     2.9550E-11      8.2109812709913604E-11     -9.7546338950136339E-12      6.7476250663782278E-01      0.0000000000000000E+00      1.6964754325173566E+00      1.6243199871141367E-12     -3.3738125330692503E-01      5.8436147220979806E-01     -8.4823771621857658E-01      1.4691908214152110E+00     -3.3738125330715707E-01     -5.8436147221983270E-01     -8.4823771621209365E-01     -1.4691908214283540E+00
    5    1     2.4866E-23     8.7185E-11      2.2855275400229732E-11     -1.1416536802527939E+00      1.2909944486137466E+00      0.0000000000000000E+00      6.4549722438745027E-01      1.1180339887837536E+00     -6.4549722432520762E-01      1.1180339886705679E+00     -1.2909944487483929E+00      1.3931535981100636E-12     -6.4549722442214064E-01     -1.1180339887080422E+00      6.4549722448226987E-01     -1.1180339888229323E+00
    5    2     1.8019E-25     4.2199E-12     -8.6292627246486299E-13     -1.6764853577271713E-12      1.2909944487351206E+00      0.0000000000000000E+00      6.4549722436666324E-01      1.1180339887505533E+00     -6.4549722436936063E-01      1.1180339887500277E+00     -1.2909944487369451E+00      1.2604723030519623E-12     -6.4549722437046197E-01     -1.1180339887490012E+00      6.4549722436558110E-01     -1.1180339887507866E+00
    5    3     7.4203E-24     6.9328E-11      1.7801732453201198E+00     -1.0277835024323865E+00      1.2909944486504727E+00      0.0000000000000000E+00      6.4549722437272561E-01      1.1180339887686708E+00     -6.4549722434922530E-01      1.1180339887143347E+00     -1.2909944487085023E+00      1.3931535981100636E-12     -6.4549722442548985E-01     -1.1180339887678215E+00      6.4549722426963951E-01     -1.1180339887229105E+00
    5    4     1.3545E-23     2.2885E-09     -1.1085006237551809E+00      1.9199794006685320E+00      1.2909944510549161E+00      0.0000000000000000E+00      6.4549722328654702E-01      1.1180339867890463E+00     -6.4549722538013632E-01      1.1180339905532752E+00     -1.2909944464871386E+00      1.2604723030519623E-12     -6.4549722553874866E-01     -1.1180339907404189E+00      6.4549722316304836E-01     -1.1180339866768088E+00
    6    1     8.8906E-30     8.9882E-11      1.6302147326080456E+00     -1.2379458460844848E+00      1.4969599991859321E+00      0.0000000000000000E+00      4.5539494072364234E-01      6.7484380166399360E-01     -5.6018575750919553E-01      1.3881934866280901E+00     -1.2335166671370030E+00      1.3497450231194241E-01     -7.4542116244539824E-01     -1.1046298631369911E+00      5.8676864700810638E-01     -1.0933819273524870E+00
    6    2     8.8096E-30     8.9687E-11      1.0357938176458532E+00     -5.5870499138324059E-01      1.4969599992002882E+00      0.0000000000000000E+00      4.5539494080272835E-01      6.7484380178894265E-01     -5.6018575758347167E-01      1.3881934865587682E+00     -1.2335166671148348E+00      1.3497450227922822E-01     -7.4542116242674117E-01     -1.1046298631122757E+00      5.8676864700755693E-01     -1.0933819274680392E+00
    6    3     8.9203E-30     6.4414E-11     -4.8367565193811031E-02      1.0202546812062823E+00      1.4969599992345390E+00      0.0000000000000000E+00      4.5539494073225012E-01      6.7484380155143742E-01     -5.6018575761268097E-01      1.3881934866478944E+00     -1.2335166671435369E+00      1.3497450224564006E-01     -7.4542116234738098E-01     -1.1046298631496492E+00      5.8676864713075194E-01     -1.0933819274065948E+00
    6    4     8.8907E-30     5.5646E-11     -1.6395989195744920E-02     -2.0287656509882033E+00      1.4969599992077631E+00      0.0000000000000000E+00      4.5539494074326009E-01      6.7484380168663405E-01     -5.6018575751947564E-01      1.3881934866102785E+00     -1.2335166671623981E+00      1.3497450231039373E-01     -7.4542116238904665E-01     -1.1046298630815523E+00      5.8676864711064225E-01     -1.0933819273321241E+00
    6    5     8.8305E-30     1.0409E-10     -1.1690144268329926E-01     -1.7323471768581880E-01      1.4969599992186415E+00      0.0000000000000000E+00      4.5539494068632669E-01      6.7484380154097523E-01     -5.6018575741000165E-01      1.3881934866796921E+00     -1.2335166672205637E+00      1.3497450236200140E-01     -7.4542116240325496E-01     -1.1046298630932190E+00      5.8676864712964782E-01     -1.0933819274813728E+00
    6    6     8.8352E-30     6.9702E-11     -7.7055582813013515E-02     -1.1159428270170082E+00      1.4969599991784119E+00      0.0000000000000000E+00      4.5539494076960552E-01      6.7484380175175196E-01     -5.6018575756596356E-01      1.3881934865844814E+00     -1.2335166670987077E+00      1.3497450228676225E-01     -7.4542116247152668E-01     -1.1046298631432414E+00      5.8676864718499133E-01     -1.0933819273774064E+00
    6    7     8.8580E-30     1.1575E-10     -1.2538753406464791E+00     -1.8581014544681393E+00      1.4969599991744760E+00      0.0000000000000000E+00      4.5539494075800957E-01      6.7484380173437453E-01     -5.6018575755976585E-01      1.3881934865716308E+00     -1.2335166672145574E+00      1.3497450228872429E-01     -7.4542116223409238E-01     -1.1046298629852305E+00      5.8676864719042354E-01     -1.0933819274329353E+00
    6    8     8.8340E-30     1.2823E-10      1.0761948266817685E+00      1.5947990268223988E+00      1.4969599991600704E+00      0.0000000000000000E+00      4.5539494073122583E-01      6.7484380178599201E-01     -5.6018575772855372E-01      1.3881934864879850E+00     -1.2335166671447180E+00      1.3497450213062206E-01     -7.4542116229140065E-01     -1.1046298632196137E+00      5.8676864715486166E-01     -1.0933819273537120E+00
    6    9     8.8510E-30     8.6117E-11     -9.1275135701717813E-01      2.1794059151608445E+00      1.4969599992248237E+00      0.0000000000000000E+00      4.5539494073053138E-01      6.7484380158507462E-01     -5.6018575747940491E-01      1.3881934864947354E+00     -1.2335166672018085E+00      1.3497450223951243E-01     -7.4542116233178557E-01     -1.1046298631378046E+00      5.8676864713802457E-01     -1.0933819274087044E+00
    6   10     8.7787E-30     1.0789E-10     -2.1583623392298139E+00      2.8432076644894222E-01      1.4969599992132696E+00      0.0000000000000000E+00      4.5539494071403025E-01      6.7484380161067103E-01     -5.6018575747476529E-01      1.3881934866699177E+00     -1.2335166669784561E+00      1.3497450227440358E-01     -7.4542116238657696E-01     -1.1046298631991027E+00      5.8676864711744003E-01     -1.0933819273935683E+00
    7    1     3.3016E-27     7.0854E-11      1.3215090971930517E+00      1.2587554484744048E+00      1.6854858544232973E+00      0.0000000000000000E+00      2.2317559902063458E-01      1.3082820528088648E+00     -1.1528248440762772E+00      6.5757444956026678E-01     -1.0694034933163554E+00     -1.3027811535302025E+00     -3.0702870508050600E-01     -5.5087342542659234E-01      6.2059558887317856E-01     -1.1220192355378220E-01
    7    2     3.3012E-27     1.0281E-10      2.4898603057963173E+00      1.6741101083391535E-02      1.6854858543120694E+00      0.0000000000000000E+00      2.2317559914675306E-01      1.3082820528314669E+00     -1.1528248440208151E+00      6.5757444963828993E-01     -1.0694034933607481E+00     -1.3027811535196210E+00     -3.0702870513787156E-01     -5.5087342543142737E-01      6.2059558878774912E-01     -1.1220192353595250E-01
    7    3     3.3016E-27     5.2518E-11      7.1945672192910382E-01     -1.5213788241905268E+00      1.6854858544185285E+00      0.0000000000000000E+00      2.2317559915829679E-01      1.3082820528389092E+00     -1.1528248440245719E+00      6.5757444965842604E-01     -1.0694034933795500E+00     -1.3027811534700169E+00     -3.0702870511970187E-01     -5.5087342538215256E-01      6.2059558885117538E-01     -1.1220192350859810E-01
    7    4     3.3010E-27     5.3991E-11      1.5220943211593829E-01     -3.2186537399952758E-01      1.6854858544510447E+00      0.0000000000000000E+00      2.2317559914887947E-01      1.3082820528158516E+00     -1.1528248440015438E+00      6.5757444964972678E-01     -1.0694034933986565E+00     -1.3027811534964009E+00     -3.0702870516202768E-01     -5.5087342544042917E-01      6.2059558892320599E-01     -1.1220192351213187E-01
    7    5     3.3015E-27     1.0338E-10      4.0495856455867218E-01      6.1828433796557014E-01      1.6854858544294284E+00      0.0000000000000000E+00      2.2317559899530001E-01      1.3082820529421315E+00     -1.1528248440902913E+00      6.5757444950257360E-01     -1.0694034932227983E+00     -1.3027811536010219E+00     -3.0702870505035207E-01     -5.5087342543789597E-01      6.2059558887434008E-01     -1.1220192348318574E-01
    7    6     3.3025E-27     1.1200E-10     -8.1975029717667769E-01      1.7334617984719858E+00      1.6854858544272733E+00      0.0000000000000000E+00      2.2317559916416213E-01      1.3082820528006429E+00     -1.1528248440538393E+00      6.5757444953297362E-01     -1.0694034932758880E+00     -1.3027811535664229E+00     -3.0702870507271929E-01     -5.5087342543175166E-01      6.2059558886910871E-01     -1.1220192352435869E-01
    7    7     3.3014E-27     1.8317E-10      3.7469322403623651E-01      2.1748394529929094E+00      1.6854858544288283E+00      0.0000000000000000E+00      2.2317559905344012E-01      1.3082820527408268E+00     -1.1528248440918396E+00      6.5757444954068234E-01     -1.0694034932582754E+00     -1.3027811535758480E+00     -3.0702870506553892E-01     -5.5087342543332785E-01      6.2059558887203892E-01     -1.1220192350538720E-01
    7    8     3.3014E-27     6.4343E-11     -2.4769702382536493E-01      5.2378551110425464E-01      1.6854858544263320E+00      0.0000000000000000E+00      2.2317559914472720E-01      1.3082820528683290E+00     -1.1528248440982947E+00      6.5757444958310585E-01     -1.0694034932664362E+00     -1.3027811535729632E+00     -3.0702870507755731E-01     -5.5087342543069151E-01      6.2059558887212163E-01     -1.1220192351572866E-01
    7    9     3.3022E-27     6.6358E-11      1.1476488116509491E+00     -4.9979321727959554E-02      1.6854858544636331E+00      0.0000000000000000E+00      2.2317559917138033E-01      1.3082820528242731E+00     -1.1528248440072928E+00      6.5757444965523770E-01     -1.0694034933733010E+00     -1.3027811535147873E+00     -3.0702870515325209E-01     -5.5087342543432527E-01      6.2059558876019016E-01     -1.1220192354097003E-01
    7   10     3.3016E-27     5.9906E-11     -4.4821535232182391E-01      9.4780592753520487E-01      1.6854858544216660E+00      0.0000000000000000E+00      2.2317559922609218E-01      1.3082820528467494E+00     -1.1528248441105660E+00      6.5757444954627331E-01     -1.0694034933083960E+00     -1.3027811535324834E+00     -3.0702870507370622E-01     -5.5087342543074946E-01      6.2059558886585431E-01     -1.1220192354014036E-01
    8    1     1.4662E-27     4.9118E-11      4.5573341489403496E-01      6.4686233276999308E-02      1.8287068121697183E+00      0.0000000000000000E+00      8.8837057983692713E-01      2.4040990605729964E-02      2.4879659596336659E-02      1.1534376030984117E-01     -7.9946993068250760E-01      3.8810834350122836E-01     -1.6661053316628931E+00      7.5383129990617370E-01     -2.7638178933263935E-01     -1.2813243943291430E+00
    8    2     1.4659E-27     1.5056E-10      2.5763104677184137E+00     -6.1544495003388695E-03      1.8287068120489514E+00      0.0000000000000000E+00      8.8837057972557443E-01      2.4040990607917107E-02      2.4879659619892646E-02      1.1534376030512997E-01     -7.9946993067015926E-01      3.8810834350423168E-01     -1.6661053316539722E+00      7.5383129991776332E-01     -2.7638178935740304E-01     -1.2813243943341279E+00
    8    3     1.4665E-27     6.0638E-11     -1.3792048710848119E+00     -8.7738025978378786E-01      1.8287068121536270E+00      0.0000000000000000E+00      8.8837057979531975E-01      2.4040990610026420E-02      2.4879659670982462E-02      1.1534376031672693E-01     -7.9946993062770877E-01      3.8810834353283330E-01     -1.6661053316154677E+00      7.5383129997243437E-01     -2.7638178926831730E-01     -1.2813243943439843E+00
    8    4     1.4660E-27     1.7507E-10      3.2611988054163193E-01      1.5119134998336432E+00      1.8287068121519503E+00      0.0000000000000000E+00      8.8837057979117817E-01      2.4040990601179243E-02      2.4879659660716414E-02      1.1534376027947467E-01     -7.9946993065732763E-01      3.8810834346284417E-01     -1.6661053316663523E+00      7.5383129985763619E-01     -2.7638178934226154E-01     -1.2813243943520267E+00
    8    5     1.4664E-27     7.1750E-11     -4.5219360414536558E-01     -2.0963996839675025E+00      1.8287068121515959E+00      0.0000000000000000E+00      8.8837057979642875E-01      2.4040990605327037E-02      2.4879659670731660E-02      1.1534376030013321E-01     -7.9946993062465388E-01      3.8810834354242479E-01     -1.6661053315965961E+00      7.5383130001095122E-01     -2.7638178938177205E-01     -1.2813243942488977E+00
    8    6     1.4669E-27     4.0100E-11     -1.2266499054370403E+00      5.6720405018976505E-01      1.8287068121645125E+00      0.0000000000000000E+00      8.8837057982348044E-01      2.4040990604081065E-02      2.4879659719565229E-02      1.1534376028245727E-01     -7.9946993056651394E-01      3.8810834346036283E-01     -1.6661053316788101E+00      7.5383129992487297E-01     -2.7638178936905355E-01     -1.2813243943281958E+00
    8    7     1.4659E-27     6.1557E-11     -1.3627978938224122E-01     -6.3180218552961698E-01      1.8287068121488124E+00      0.0000000000000000E+00      8.8837057979529166E-01      2.4040990604331354E-02      2.4879659669350098E-02      1.1534376029018825E-01     -7.9946993061911831E-01      3.8810834355116330E-01     -1.6661053315845231E+00      7.5383130003088206E-01     -2.7638178942566988E-01     -1.2813243944130863E+00
    9    1     2.8384E-23     9.0701E-11     -3.4741710306265477E-12     -1.4138416560380500E+00      3.5344942195906359E-01      0.0000000000000000E+00      1.0855378615994120E+00      0.0000000000000000E+00      1.9226754944560434E+00      0.0000000000000000E+00     -3.5344942198247892E-01      4.5447822828267254E-17     -1.0855378616217557E+00      1.3958243907723587E-16     -1.9226754944760105E+00      2.4694996035092020E-16
    9    2     3.6956E-32     4.6495E-11      7.1720339912540632E-01     -1.1974731174667699E-17      3.5344942189745326E-01      0.0000000000000000E+00      1.0855378616342100E+00      0.0000000000000000E+00      1.9226754944667219E+00      0.0000000000000000E+00     -3.5344942201878121E-01      4.1186627145397231E-17     -1.0855378616402611E+00      1.2628887345083247E-16     -1.9226754944784965E+00      2.2367945955286222E-16
