    3    7     4.2817E-23     6.5096E-26    -2.0442E-11    -8.8443E-13
    3    8     5.6372E-21     6.5096E-26     1.9402E-10    -7.1757E-13
    3    9     2.4234E-19     6.5177E-26    -3.5538E-12     2.8768E-09
    3   10     2.8637E-19     6.5177E-26    -7.4372E-13     3.0269E-09
    3   11     5.6800E-21     6.5177E-26    -2.0125E-10    -8.8369E-13
    3   12     2.8614E-19     6.5257E-26    -8.7088E-13    -3.0287E-09
    3   13     8.9113E-24     6.5096E-26     2.7131E-12    -8.8531E-13
    4    1     2.9414E-21     6.9992E-26    -2.9083E-12     9.2584E-11
    4    2     1.6998E-21     6.9909E-26    -2.9083E-12     6.9683E-11
    4    3     1.4422E-26     6.9992E-26    -2.9082E-12    -3.1195E-12
    4    4     1.7200E-21     6.9992E-26    -2.9083E-12    -7.5930E-11
    4    5     2.0752E-20     7.0075E-26    -2.9083E-12    -2.5655E-10
    4    6     2.0682E-20     7.0075E-26    -2.9083E-12     2.5030E-10
    4    7     5.1007E-24     6.9992E-26    -2.9083E-12    -7.0478E-12
    4    8     1.4693E-24     6.9992E-26     3.4343E-13    -2.7376E-12
    4    9     2.9680E-21     6.9992E-26    -2.9082E-12    -9.8831E-11
    4   10     1.6397E-26     7.0075E-26    -2.9082E-12    -2.9819E-12
    4   11     7.6726E-21     7.0075E-26    -2.9083E-12     1.5132E-10
    4   12     4.3091E-26     7.0075E-26    -2.9082E-12    -2.2227E-12
    4   13     7.7155E-21     7.0075E-26    -2.9082E-12    -1.5757E-10
    5    1     9.7172E-20     6.2166E-26    -2.0604E-12     1.8432E-09
    5    2     1.8018E-25     6.2244E-26    -1.5672E-12     3.4225E-13
    5    3     9.6692E-20     6.2166E-26    -2.0604E-12    -1.8427E-09
    5    4     1.0861E-19     7.3610E-26    -2.0603E-12    -1.9529E-09
    5    5     4.0662E-19     6.2244E-26    -2.0603E-12     3.7726E-09
    5    6     1.0861E-19     6.2166E-26    -2.0604E-12    -1.9529E-09
    5    7     1.0912E-19     6.2166E-26    -2.0605E-12     1.9533E-09
    5    8     4.0564E-19     6.2166E-26    -2.0604E-12    -3.7722E-09
    5    9     2.8928E-19     6.2244E-26    -2.0578E-12     3.1817E-09
    5   10     2.8846E-19     6.2088E-26    -2.0520E-12    -3.1813E-09
    5   11     4.0564E-19     6.2166E-26    -2.0603E-12    -3.7722E-09
    5   12     3.0002E-24     7.3695E-26    -2.0604E-12     4.6509E-13
    5   13     1.4525E-25     7.3695E-26    -2.0603E-12     1.9588E-13
    5   14     1.6041E-19     6.2166E-26    -2.0603E-12    -2.3729E-09
    5   15     1.6103E-19     6.2166E-26    -2.0604E-12     2.3733E-09
    5   16     4.0662E-19     6.2244E-26    -2.0604E-12     3.7726E-09
    5   17     9.7172E-20     6.2166E-26    -2.0604E-12     1.8432E-09
    5   18     9.6692E-20     6.2244E-26    -2.0604E-12    -1.8427E-09
    5   19     1.0912E-19     6.2166E-26    -2.0605E-12     1.9533E-09
    6    1     8.9071E-30     4.3738E-26    -1.8157E-12    -1.5412E-12
    6    2     8.9173E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6    3     8.8375E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6    4     8.8373E-30     4.3738E-26    -1.8158E-12    -1.5410E-12
    6    5     8.8681E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6    6     8.9139E-30     4.3804E-26    -1.8157E-12    -1.5410E-12
    6    7     8.9092E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6    8     8.8907E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6    9     8.9626E-30     4.3804E-26    -1.8158E-12    -1.5411E-12
    6   10     8.8450E-30     4.3804E-26    -1.8157E-12    -1.5412E-12
    6   11     8.8900E-30     4.3738E-26    -1.8158E-12    -1.5412E-12
    6   12     8.9370E-30     4.3804E-26    -1.8157E-12    -1.5412E-12
    6   13     8.7814E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6   14     8.8605E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    6   15     8.8288E-30     4.3672E-26    -1.8158E-12    -1.5411E-12
    6   16     8.8979E-30     4.3804E-26    -1.8157E-12    -1.5412E-12
    6   17     8.7575E-30     4.3738E-26    -1.8157E-12    -1.5411E-12
    7    1     3.3024E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7    2     3.3021E-27     1.0673E-26    -3.9796E-12    -2.5950E-12
    7    3     3.3013E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7    4     3.3019E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7    5     3.3011E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7    6     3.3009E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7    7     3.3003E-27     1.0641E-26    -3.9796E-12    -2.5951E-12
    7    8     3.3011E-27     1.0673E-26    -3.9796E-12    -2.5950E-12
    7    9     3.3007E-27     1.0641E-26    -3.9796E-12    -2.5951E-12
    7   10     3.3000E-27     1.0673E-26    -3.9795E-12    -2.5950E-12
    7   11     3.3014E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7   12     3.3026E-27     1.0641E-26    -3.9795E-12    -2.5950E-12
    7   13     3.3004E-27     1.0641E-26    -3.9796E-12    -2.5950E-12
    7   14     3.3015E-27     1.0706E-26    -3.9795E-12    -2.5949E-12
    7   15     3.3017E-27     1.0641E-26    -3.9796E-12    -2.5950E-12
    8    1     1.4653E-27     2.9720E-26    -4.9141E-12     4.9775E-14
    8    2     1.4659E-27     2.9666E-26    -4.9142E-12     4.9821E-14
    8    3     1.4657E-27     2.9720E-26    -4.9141E-12     4.9775E-14
    8    4     1.4655E-27     2.9666E-26    -4.9142E-12     4.9868E-14
    8    5     1.4648E-27     2.9666E-26    -4.9142E-12     4.9868E-14
    8    6     1.4661E-27     2.9666E-26    -4.9140E-12     4.9775E-14
    8    7     1.4656E-27     2.9666E-26    -4.9141E-12     4.9775E-14
    8    8     1.4667E-27     2.9720E-26    -4.9141E-12     4.9729E-14
    8    9     1.4657E-27     2.9720E-26    -4.9141E-12     4.9729E-14
    8   10     1.4662E-27     2.9720E-26    -4.9142E-12     4.9821E-14
    8   11     1.4668E-27     2.9720E-26    -4.9141E-12     4.9775E-14
    9    1     6.3372E-24     5.6432E-26    -1.1239E-11     6.5197E-17
    9    2     8.2786E-32     5.6432E-26    -1.1239E-11     6.5195E-17
    9    3     2.8178E-19     5.6432E-26    -1.0844E-11    -2.3564E-09
    9    4     2.4335E-26     5.6507E-26    -1.1239E-11     6.5196E-17
    9    5     1.5181E-32     5.6358E-26    -1.1239E-11     6.5292E-17
    9    6     1.4626E-22     5.6432E-26     1.0423E-11     6.6973E-17
    9    7     2.8191E-19     5.6432E-26    -4.2804E-12     2.3564E-09
    9    8     7.6304E-32     5.6432E-26    -1.1239E-11     6.5183E-17
    9    9     6.3443E-22     5.6507E-26    -1.1239E-11     6.5174E-17

*** X- and Y-coordinates of distinct configurations computed by the analytic-continuation method ***
K = solution counter of the N-body problem
L = solution counter of the restricted (N+1)-body problem 
FCT = residual of the the relative equilibrium equations at the solution
RMS = RMS error in Cartesian coordinates with respect to the initial guess
(X,Y) = X and Y coordinates of each point mass

    K    L        FCT           RMS                    X                        Y
    1    1     7.9280E-20     6.9967E-09     -1.8593965071100491E+00     -1.3509306345237271E+00      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135598670016E+00      0.0000000000000000E+00      4.3701602776359549E-01      1.3449970202155579E+00     -1.1441228002930133E+00      8.3125388052300109E-01     -1.1441227981128743E+00     -8.3125386743343976E-01      4.3701602673673812E-01     -1.3449970217109162E+00
    1    2     3.3616E-19     5.8128E-09     -5.7604059598625568E-01      4.1851798913445576E-01      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135592844178E+00      0.0000000000000000E+00      4.3701602601532924E-01      1.3449970210249356E+00     -1.1441228144767475E+00      8.3125387858720978E-01     -1.1441227991700980E+00     -8.3125388058430760E-01      4.3701602870077444E-01     -1.3449970193003771E+00
    1    3     4.4902E-22     7.5700E-09     -5.9988228134608423E-01      1.8462478048359352E+00      0.0000000000000000E+00      0.0000000000000000E+00      1.4142135607274111E+00      0.0000000000000000E+00      4.3701602662634553E-01      1.3449970188938567E+00     -1.1441228088596067E+00      8.3125386411902313E-01     -1.1441227998898316E+00     -8.3125388066701222E-01      4.3701602746123897E-01     -1.3449970210505242E+00
    2    1     4.1682E-27     3.7285E-08     -2.1738410315122021E-12     -3.0004703631376604E-12      1.3380347419592244E+00      0.0000000000000000E+00      6.2108702341540944E-01      1.0757542804831974E+00     -6.6901737098514813E-01      1.1587720776822339E+00     -1.2421740468389575E+00     -4.0471352099827990E-12     -6.6901737098122260E-01     -1.1587720776878967E+00      6.2108702341844579E-01     -1.0757542804851123E+00
    2    2     6.1796E-20     3.1263E-08      1.7221936917897358E+00     -1.1202741701207422E+00      1.3380347945031927E+00      0.0000000000000000E+00      6.2108699403002821E-01      1.0757542295345961E+00     -6.6901739710716146E-01      1.1587721232701158E+00     -1.2421739814632085E+00     -3.6939140292164286E-12     -6.6901740693129896E-01     -1.1587721312695012E+00      6.2108697973416804E-01     -1.0757542187109839E+00
    2    3     1.5224E-27     1.1004E-07      2.2499859908919237E+00     -7.9304852259141737E-13      1.3380346528150506E+00      0.0000000000000000E+00      6.2108705721172985E-01      1.0757543488285273E+00     -6.6901734054493867E-01      1.1587720211004595E+00     -1.2421741086667464E+00     -3.9881541429625450E-12     -6.6901734054141426E-01     -1.1587720211064088E+00      6.2108705721411561E-01     -1.0757543488296115E+00
    2    4     2.7245E-19     1.1799E-08     -1.9727828192645000E-02     -1.1397098707411595E+00      1.3380347858276609E+00      0.0000000000000000E+00      6.2108699803378919E-01      1.0757542353619896E+00     -6.6901739270746308E-01      1.1587721157822539E+00     -1.2421739878891045E+00     -3.6939140292164286E-12     -6.6901740608548976E-01     -1.1587721228956591E+00      6.2108700300554343E-01     -1.0757542344344899E+00
    2    5     3.5662E-25     1.1232E-07     -2.1831062806441892E+00     -3.2477476881093561E-11      1.3380348785300369E+00      0.0000000000000000E+00      6.2108694712183987E-01      1.0757541478169359E+00     -6.6901744295946830E-01      1.1587722084986423E+00     -1.2421738650295373E+00     -3.9403860326864753E-12     -6.6901744296192134E-01     -1.1587722085100014E+00      6.2108694711777002E-01     -1.0757541478111718E+00
    3    1     4.2938E-19     2.6974E-09     -1.1864209390315299E+00     -1.3006610744687852E+00      5.6126824705777778E-01      0.0000000000000000E+00      1.6559497597854371E+00      2.1118545695905227E-12     -3.3490607252184604E-12      1.3938465975098375E+00     -5.6126824289095656E-01     -7.9531403742400983E-13     -1.6559497573121715E+00     -4.2564987054541777E-12      6.1197638112005077E-13     -1.3938465985580415E+00
    3    2     2.4273E-19     5.1098E-09     -4.2032232675991383E-10     -2.2565028981778616E+00      5.6126824556070132E-01      0.0000000000000000E+00      1.6559497587252678E+00      2.1118545695905227E-12     -3.2478355546616966E-12      1.3938465966266420E+00     -5.6126824561293875E-01     -7.9531403742400983E-13     -1.6559497587682153E+00     -4.2564987054541777E-12      5.5369291625147441E-13     -1.3938465913302251E+00
    3    3     3.9079E-23     7.8383E-09      2.4692820583418338E+00      2.9686077976973103E-12      5.6126823776965484E-01      0.0000000000000000E+00      1.6559497477704801E+00      2.1118545695905227E-12     -3.3490607252184604E-12      1.3938465983036017E+00     -5.6126824938455200E-01     -8.7903130452127410E-13     -1.6559497607663103E+00     -4.5541495223972326E-12      5.5369291625147441E-13     -1.3938465983056303E+00
    3    4     5.6372E-21     4.7900E-09     -1.1050290497336703E+00     -4.0820079464685668E-12      5.6126825017700421E-01      0.0000000000000000E+00      1.6559497609781595E+00      2.1118545695905227E-12     -3.3490607252184604E-12      1.3938465979189019E+00     -5.6126823551007010E-01     -8.7903130452127410E-13     -1.6559497634278688E+00     -4.5554016926355132E-12      5.5369291625147441E-13     -1.3938465979198846E+00
    3    5     2.8637E-19     3.7789E-09     -1.5181418456431574E-11      6.6753793112518112E-01      5.6126824620671634E-01      0.0000000000000000E+00      1.6559497588491290E+00      1.9107255629628537E-12     -3.3490607252184604E-12      1.3938466076848037E+00     -5.6126824620774407E-01     -8.7903130452127410E-13     -1.6559497588497685E+00     -4.7045512007651438E-12      5.5369291625147441E-13     -1.3938465961951954E+00
    3    6     8.9113E-24     3.9527E-09      5.3092540266885912E-12     -1.7792607235776675E-13      5.6126825223470822E-01      0.0000000000000000E+00      1.6559497620820278E+00      1.9107255629628537E-12     -3.0301025609119405E-12      1.3938465964777293E+00     -5.6126825222437815E-01     -7.9531403742400983E-13     -1.6559497620736487E+00     -4.4196643888850387E-12      5.9925726320378181E-13     -1.3938465964797369E+00
    4    1     2.9414E-21     4.9946E-09     -5.9044540661092526E-01     -1.0226814386583096E+00      6.7476250726960940E-01      0.0000000000000000E+00      1.6964754303508123E+00      1.7953010383893091E-12     -3.3738125173185646E-01      5.8436147403398442E-01     -8.4823770928846587E-01      1.4691908230738671E+00     -3.3738125022856869E-01     -5.8436146390869292E-01     -8.4823772048452606E-01     -1.4691908224186341E+00
    4    2     1.6998E-21     7.7866E-09     -1.2390635088184601E+00     -2.1461209420662843E+00      6.7476250711606656E-01      0.0000000000000000E+00      1.6964754305641769E+00      1.7953010383893091E-12     -3.3738125166191424E-01      5.8436147386934034E-01     -8.4823770967605927E-01      1.4691908230743076E+00     -3.3738125108840689E-01     -5.8436146559987412E-01     -8.4823771288067773E-01     -1.4691908094662607E+00
    4    3     2.0752E-20     5.1823E-09      8.1447903622329798E-01     -1.4107190812734323E+00      6.7476250484202493E-01      0.0000000000000000E+00      1.6964754297067941E+00      1.6243199871141367E-12     -3.3738125231070393E-01      5.8436147323822962E-01     -8.4823771122606195E-01      1.4691908227678203E+00     -3.3738125663944885E-01     -5.8436146859694127E-01     -8.4823772253484442E-01     -1.4691908148428403E+00
    4    4     1.4693E-24     1.7150E-09      4.6335329658695094E-12     -7.1755958200149914E-12      6.7476250901412771E-01      0.0000000000000000E+00      1.6964754315266082E+00      1.6381351423444179E-12     -3.3738125450854012E-01      5.8436147431958663E-01     -8.4823771576454143E-01      1.4691908205905884E+00     -3.3738125450763701E-01     -5.8436147432727714E-01     -8.4823771575795681E-01     -1.4691908206009616E+00
    4    5     7.6726E-21     6.4541E-09      1.2020848172748076E-01     -2.0820719924414746E-01      6.7476251124570263E-01      0.0000000000000000E+00      1.6964754329727121E+00      1.7953010383893091E-12     -3.3738124998773511E-01      5.8436147179945064E-01     -8.4823770939344256E-01      1.4691908209319728E+00     -3.3738125908727723E-01     -5.8436147408415584E-01     -8.4823772696949440E-01     -1.4691908156590745E+00
    5    1     9.7172E-20     6.6811E-09      1.7801732365439875E+00      1.0277835011949059E+00      1.2909944403562092E+00      0.0000000000000000E+00      6.4549721479512379E-01      1.1180339859741348E+00     -6.4549722982269842E-01      1.1180339905845145E+00     -1.2909944458067506E+00      1.2604723030519623E-12     -6.4549722234579088E-01     -1.1180339851618630E+00      6.4549722500981199E-01     -1.1180339906167638E+00
    5    2     1.8018E-25     4.2200E-12     -8.6307222842821143E-13     -1.6766372965448168E-12      1.2909944487351248E+00      0.0000000000000000E+00      6.4549722436666102E-01      1.1180339887505495E+00     -6.4549722436936263E-01      1.1180339887500312E+00     -1.2909944487369414E+00      1.2604723030519623E-12     -6.4549722437046408E-01     -1.1180339887490049E+00      6.4549722436557899E-01     -1.1180339887507829E+00
    5    3     1.0861E-19     2.1652E-07     -1.1085006891556004E+00     -1.9199795247898241E+00      1.2909946808009110E+00      0.0000000000000000E+00      6.4549710413096917E-01      1.1180337813627292E+00     -6.4549734115525625E-01      1.1180341878370739E+00     -1.2909942236700154E+00      1.3931535981100636E-12     -6.4549732543056815E-01     -1.1180341690637072E+00      6.4549711639660445E-01     -1.1180337926548780E+00
    5    4     4.0662E-19     7.5159E-09     -9.8870108821285507E-01      5.7082684686087470E-01      1.2909944482206634E+00      0.0000000000000000E+00      6.4549722750732819E-01      1.1180339833991362E+00     -6.4549721541278304E-01      1.1180340007550651E+00     -1.2909944522237773E+00      1.2604723030519623E-12     -6.4549722149734368E-01     -1.1180339812526841E+00      6.4549722328056114E-01     -1.1180339859754689E+00
    6    1     8.9071E-30     6.8408E-09      9.6422463983608497E-01      3.3694193533139416E-01      1.4969600040631865E+00      0.0000000000000000E+00      4.5539492679298910E-01      6.7484379872998235E-01     -5.6018576247586904E-01      1.3881934865747745E+00     -1.2335166669573261E+00      1.3497449848092669E-01     -7.4542115878180903E-01     -1.1046298634760150E+00      5.8676864770568760E-01     -1.0933819236883346E+00
    6    2     8.9173E-30     8.6730E-09      2.3626198351436836E+00     -3.0864777582085903E-02      1.4969599848726765E+00      0.0000000000000000E+00      4.5539493296450112E-01      6.7484379781312842E-01     -5.6018575596610909E-01      1.3881934881540399E+00     -1.2335166668275173E+00      1.3497450453776952E-01     -7.4542116315775875E-01     -1.1046298582862184E+00      5.8676864447711474E-01     -1.0933819319193183E+00
    6    3     8.8375E-30     5.6791E-09     -1.8752234225101623E+00     -7.7440039823294515E-01      1.4969599970869949E+00      0.0000000000000000E+00      4.5539494218024290E-01      6.7484380260911192E-01     -5.6018575476398036E-01      1.3881934867994334E+00     -1.2335166586463631E+00      1.3497450536515007E-01     -7.4542115624699745E-01     -1.1046298611885339E+00      5.8676864913144322E-01     -1.0933819258504041E+00
    6    4     8.8373E-30     1.0304E-08     -1.1690144842446736E-01     -1.7323472429074652E-01      1.4969599994273208E+00      0.0000000000000000E+00      4.5539493655084123E-01      6.7484378800007527E-01     -5.6018574334788340E-01      1.3881934925792898E+00     -1.2335166720484871E+00      1.3497451204830743E-01     -7.4542116620527554E-01     -1.1046298565939754E+00      5.8676864678160412E-01     -1.0933819343105962E+00
    6    5     8.8681E-30     1.1682E-08      1.0713553198874310E+00     -1.8951422096039858E+00      1.4969600009444513E+00      0.0000000000000000E+00      4.5539493910495532E-01      6.7484379511558257E-01     -5.6018574905547125E-01      1.3881934896968149E+00     -1.2335166640236592E+00      1.3497450895175431E-01     -7.4542117194676905E-01     -1.1046298621824684E+00      5.8676863425204495E-01     -1.0933819126395075E+00
    6    6     8.9139E-30     1.2757E-08      1.0761948158850381E+00      1.5947990350624583E+00      1.4969599935702418E+00      0.0000000000000000E+00      4.5539494104077222E-01      6.7484381250175796E-01     -5.6018577520307322E-01      1.3881934734085928E+00     -1.2335166644638917E+00      1.3497448891037828E-01     -7.4542115501987094E-01     -1.1046298692334660E+00      5.8676864930297923E-01     -1.0933819215444995E+00
    6    7     8.9092E-30     8.9849E-09      1.0357938117804026E+00     -5.5870499547772823E-01      1.4969599975920007E+00      0.0000000000000000E+00      4.5539494819100790E-01      6.7484381279680206E-01     -5.6018576069486714E-01      1.3881934804869069E+00     -1.2335166614755773E+00      1.3497450377099252E-01     -7.4542116855390628E-01     -1.1046298584996690E+00      5.8676863457250961E-01     -1.0933819329772290E+00
    6    8     8.9626E-30     7.1758E-09     -1.7580506027866811E+00      1.0485075260688181E+00      1.4969599983540263E+00      0.0000000000000000E+00      4.5539494154506560E-01      6.7484379944984219E-01     -5.6018575244486035E-01      1.3881934853811255E+00     -1.2335166565515967E+00      1.3497449642934964E-01     -7.4542116047461604E-01     -1.1046298676822301E+00      5.8676864714159249E-01     -1.0933819240724090E+00
    6    9     8.8450E-30     1.1654E-08     -1.2538753290651281E+00     -1.8581014406583507E+00      1.4969599950107528E+00      0.0000000000000000E+00      4.5539494371912193E-01      6.7484380733998928E-01     -5.6018575832428952E-01      1.3881934817731627E+00     -1.2335166714478685E+00      1.3497450472060638E-01     -7.4542114928902836E-01     -1.1046298457951285E+00      5.8676865285917046E-01     -1.0933819294668623E+00
    6   10     8.8900E-30     6.7892E-09     -7.7055585214358485E-02     -1.1159428256524360E+00      1.4969599954043835E+00      0.0000000000000000E+00      4.5539494487872384E-01      6.7484380907773422E-01     -5.6018575894406475E-01      1.3881934830582290E+00     -1.2335166598628624E+00      1.3497450452439758E-01     -7.4542117303246747E-01     -1.1046298615962227E+00      5.8676865231594832E-01     -1.0933819239139568E+00
    7    1     3.3024E-27     7.1210E-09     -1.9187571750522878E+00      1.0902717608556300E+00      1.6854858520504137E+00      0.0000000000000000E+00      2.2317560211374773E-01      1.3082820517148310E+00     -1.1528248333930176E+00      6.5757444397226450E-01     -1.0694034861872777E+00     -1.3027811570144967E+00     -3.0702870387608328E-01     -5.5087342586127186E-01      6.2059558845591167E-01     -1.1220192372961453E-01
    7    2     3.3021E-27     5.0640E-09      7.1945671613154993E-01     -1.5213788216007254E+00      1.6854858515648812E+00      0.0000000000000000E+00      2.2317560123285421E-01      1.3082820518557274E+00     -1.1528248413503677E+00      6.5757445309469142E-01     -1.0694034979692604E+00     -1.3027811460105641E+00     -3.0702870756242973E-01     -5.5087342152166374E-01      6.2059558686587779E-01     -1.1220192221997283E-01
    7    3     3.3013E-27     8.4022E-09     -1.5927011707915850E+00     -1.9138932892391511E+00      1.6854858542060547E+00      0.0000000000000000E+00      2.2317559897993544E-01      1.3082820508969206E+00     -1.1528248418375491E+00      6.5757445036810569E-01     -1.0694034876587095E+00     -1.3027811407008441E+00     -3.0702869992022269E-01     -5.5087341919279931E-01      6.2059559213362603E-01     -1.1220192224801959E-01
    7    4     3.3019E-27     7.0135E-09     -1.8114120023974378E+00     -2.2279609040142953E-01      1.6854858522073322E+00      0.0000000000000000E+00      2.2317560534510089E-01      1.3082820507766548E+00     -1.1528248336892095E+00      6.5757445587615115E-01     -1.0694034915447530E+00     -1.3027811519011605E+00     -3.0702870262151705E-01     -5.5087342767459024E-01      6.2059558839328921E-01     -1.1220192486466452E-01
    7    5     3.3003E-27     6.4383E-09     -7.3483457709858846E-01      7.9278656773560843E-02      1.6854858517452493E+00      0.0000000000000000E+00      2.2317560159282746E-01      1.3082820497518433E+00     -1.1528248469567985E+00      6.5757445827045891E-01     -1.0694034828712426E+00     -1.3027811598141525E+00     -3.0702870431986862E-01     -5.5087342542097195E-01      6.2059558813430138E-01     -1.1220192359553444E-01
    7    6     3.3007E-27     5.4521E-09     -6.8952671743631366E-01     -9.1877561029980148E-01      1.6854858546289080E+00      0.0000000000000000E+00      2.2317559780317681E-01      1.3082820507579418E+00     -1.1528248423458567E+00      6.5757444888151784E-01     -1.0694034982621099E+00     -1.3027811516056282E+00     -3.0702869820119749E-01     -5.5087341714840199E-01      6.2059559324846891E-01     -1.1220192171324334E-01
    7    7     3.3026E-27     6.0834E-09     -8.1975029613882799E-01      1.7334617886830699E+00      1.6854858524393732E+00      0.0000000000000000E+00      2.2317560181940155E-01      1.3082820480291064E+00     -1.1528248442771167E+00      6.5757444054945746E-01     -1.0694034876030833E+00     -1.3027811556511468E+00     -3.0702870286417439E-01     -5.5087342648156923E-01      6.2059558865922537E-01     -1.1220192379603583E-01
    7    8     3.3004E-27     4.1453E-09     -2.4769702654913286E-01      5.2378551411333418E-01      1.6854858523452250E+00      0.0000000000000000E+00      2.2317559987589497E-01      1.3082820547976965E+00     -1.1528248487226513E+00      6.5757444556266753E-01     -1.0694034866579030E+00     -1.3027811563052043E+00     -3.0702870334797805E-01     -5.5087342637555625E-01      6.2059558896050526E-01     -1.1220192293302862E-01
    7    9     3.3015E-27     6.0561E-09     -4.4821534942288971E-01      9.4780592061345159E-01      1.6854858518786295E+00      0.0000000000000000E+00      2.2317560801240177E-01      1.3082820526397456E+00     -1.1528248499497853E+00      6.5757444187942016E-01     -1.0694034908538754E+00     -1.3027811522572279E+00     -3.0702870296287005E-01     -5.5087342638136194E-01      6.2059558833377571E-01     -1.1220192537420466E-01
    7   10     3.3017E-27     5.1906E-09      1.5220943114499563E-01     -3.2186537394389081E-01      1.6854858548164935E+00      0.0000000000000000E+00      2.2317560029113398E-01      1.3082820495499621E+00     -1.1528248390475708E+00      6.5757445222476840E-01     -1.0694034998799342E+00     -1.3027811486489695E+00     -3.0702871179502117E-01     -5.5087342734932454E-01      6.2059559406892706E-01     -1.1220192257335260E-01
    8    1     1.4653E-27     4.3605E-09      3.2611987652984936E-01      1.5119134968844905E+00      1.8287068097809625E+00      0.0000000000000000E+00      8.8837057850901091E-01      2.4040990093332982E-02      2.4879659002741170E-02      1.1534375842297476E-01     -7.9946993135452171E-01      3.8810833906037634E-01     -1.6661053327226900E+00      7.5383129177119634E-01     -2.7638178650618639E-01     -1.2813243944667168E+00
    8    2     1.4659E-27     3.6721E-09     -3.8854635292777673E-01      2.4679745565981331E-01      1.8287068114666203E+00      0.0000000000000000E+00      8.8837058244542000E-01      2.4040990334954205E-02      2.4879666407973303E-02      1.1534375847364244E-01     -7.9946993436626124E-01      3.8810834335647160E-01     -1.6661053324598245E+00      7.5383129666253001E-01     -2.7638178963794935E-01     -1.2813243912952739E+00
    8    3     1.4657E-27     7.0839E-09      8.9489679619661999E-01     -1.3679041989807241E+00      1.8287068098771646E+00      0.0000000000000000E+00      8.8837057886064885E-01      2.4040991590967120E-02      2.4879660395032525E-02      1.1534376206932861E-01     -7.9946992870224842E-01      3.8810834552664680E-01     -1.6661053276993438E+00      7.5383130328047754E-01     -2.7638180170970605E-01     -1.2813243887880794E+00
    8    4     1.4648E-27     7.7453E-09      2.5763104552212543E+00     -6.1544496079525939E-03      1.8287067994810766E+00      0.0000000000000000E+00      8.8837057194864621E-01      2.4040990767123526E-02      2.4879654920369903E-02      1.1534376098851175E-01     -7.9946993263767685E-01      3.8810834319912879E-01     -1.6661053314846717E+00      7.5383129778390168E-01     -2.7638178802033364E-01     -1.2813243926768223E+00
    8    5     1.4656E-27     6.7858E-09     -4.5219360729400132E-01     -2.0963996738905162E+00      1.8287068097455523E+00      0.0000000000000000E+00      8.8837057903407135E-01      2.4040990508116648E-02      2.4879660004264770E-02      1.1534376048883827E-01     -7.9946992808714146E-01      3.8810834701844366E-01     -1.6661053257470713E+00      7.5383130710269175E-01     -2.7638179045722455E-01     -1.2813243841537951E+00
    8    6     1.4667E-27     4.7950E-09     -1.2266499021153947E+00      5.6720404695066995E-01      1.8287068110371845E+00      0.0000000000000000E+00      8.8837058173923877E-01      2.4040990383516762E-02      2.4879664887614648E-02      1.1534375872124054E-01     -7.9946992227316216E-01      3.8810833881224366E-01     -1.6661053339684870E+00      7.5383129849487884E-01     -2.7638178918537459E-01     -1.2813243920836219E+00
    8    7     1.4657E-27     6.1084E-09     -1.3627979215538952E-01     -6.3180218903025342E-01      1.8287068094671928E+00      0.0000000000000000E+00      8.8837057892036930E-01      2.4040990408547354E-02      2.4879659866109224E-02      1.1534375949434096E-01     -7.9946992753358359E-01      3.8810834789229620E-01     -1.6661053245397623E+00      7.5383130909579743E-01     -2.7638179484701220E-01     -1.2813244005726616E+00
    9    1     6.3372E-24     4.4868E-09      1.4963727004670087E+00      1.3140291257169018E-12      3.5344941654281736E-01      0.0000000000000000E+00      1.0855378527374129E+00      0.0000000000000000E+00      1.9226754955613399E+00      0.0000000000000000E+00     -3.5344942491001496E-01      4.1203370832785401E-17     -1.0855378622654150E+00      1.2628887345083247E-16     -1.9226754926972998E+00      2.2367946688879650E-16
    9    2     8.2786E-32     7.3270E-09      2.6084243554971991E+00     -1.2270317145454485E-15      3.5344941711441369E-01      0.0000000000000000E+00      1.0855378541152232E+00      0.0000000000000000E+00      1.9226754825564418E+00      0.0000000000000000E+00     -3.5344942467066232E-01      4.1202943685376702E-17     -1.0855378622867400E+00      1.2628887345083247E-16     -1.9226754929803538E+00      2.2367998641231653E-16
